,DATE,SEOUL,DAEJEON,BUSAN,KOREA
1732,2018-09-27,19,41,47,35.66666667
1733,2018-09-28,27,43,54,41.33333333
1734,2018-09-29,36,46,55,45.66666667
1735,2018-09-30,44,50,50,48
1736,2018-10-01,37,55,57,49.66666667
1737,2018-10-02,63,62,68,64.33333333
1738,2018-10-03,71,81,87,79.66666667
1739,2018-10-04,53,65,75,64.33333333
1740,2018-10-05,25,36,50,37
1741,2018-10-06,14,34,48,32
1742,2018-10-07,50,62,60,57.33333333
1743,2018-10-08,36,63,70,56.33333333
1744,2018-10-09,57,61,69,62.33333333
1745,2018-10-10,49,58,86,64.33333333
1746,2018-10-11,36,53,59,49.33333333
1747,2018-10-12,59,66,67,64
1748,2018-10-13,88,86,65,79.66666667
1749,2018-10-14,89,83,60,77.33333333
1750,2018-10-15,127,122,102,117
1751,2018-10-16,101,156,152,136.3333333
1752,2018-10-17,74,92,144,103.3333333
1753,2018-10-18,36,64,100,66.66666667
1754,2018-10-19,42,55,54,50.33333333
1755,2018-10-20,82,79,60,73.66666667
1756,2018-10-21,88,93,69,83.33333333
1757,2018-10-22,111,105,79,98.33333333
1758,2018-10-23,108,107,84,99.66666667
1759,2018-10-24,78,97,101,92
1760,2018-10-25,81,91,98,90
1761,2018-10-26,79,80,97,85.33333333
1762,2018-10-27,26,60,57,47.66666667
1763,2018-10-28,34,65,59,52.66666667
1764,2018-10-29,36,69,68,57.66666667
1765,2018-10-30,52,71,67,63.33333333
1766,2018-10-31,55,71,70,65.33333333
1767,2018-11-01,82,79,90,83.66666667
1768,2018-11-02,100,99,97,98.66666667
1769,2018-11-03,127,108,92,109
1770,2018-11-04,114,134,103,117
1771,2018-11-05,137,134,108,126.3333333
1772,2018-11-06,170,156,99,141.6666667
1773,2018-11-07,138,179,96,137.6666667
1774,2018-11-08,26,95,77,66
1775,2018-11-09,85,94,77,85.33333333
1776,2018-11-10,154,112,108,124.6666667
1777,2018-11-11,141,145,112,132.6666667
1778,2018-11-12,67,110,107,94.66666667
1779,2018-11-13,96,112,64,90.66666667
1780,2018-11-14,91,110,64,88.33333333
1781,2018-11-15,122,114,70,102
1782,2018-11-16,144,147,98,129.6666667
1783,2018-11-17,80,98,137,105
1784,2018-11-18,91,93,94,92.66666667
1785,2018-11-19,121,118,105,114.6666667
1786,2018-11-20,80,133,103,105.3333333
1787,2018-11-21,71,134,135,113.3333333
1788,2018-11-22,43,76,83,67.33333333
1789,2018-11-23,51,82,79,70.66666667
1790,2018-11-24,69,108,123,100
1791,2018-11-25,128,128,128,128
1792,2018-11-26,140,137,121,132.6666667
1793,2018-11-27,158,149,135,147.3333333
1794,2018-11-28,90,125,141,118.6666667
1795,2018-11-29,85,132,122,113
1796,2018-11-30,88,123,153,121.3333333
1797,2018-12-01,92,119,129,113.3333333
1798,2018-12-02,96,117,92,101.6666667
1799,2018-12-03,92,100,115,102.3333333
1800,2018-12-04,76,70,95,80.33333333
1801,2018-12-05,53,65,90,69.33333333
1802,2018-12-06,74,79,88,80.33333333
1803,2018-12-07,40,56,72,56
1804,2018-12-08,40,62,65,55.66666667
1805,2018-12-09,45,60,65,56.66666667
1806,2018-12-10,74,98,81,84.33333333
1807,2018-12-11,92,133,96,107
1808,2018-12-12,94,101,100,98.33333333
1809,2018-12-13,91,93,102,95.33333333
1810,2018-12-14,73,77,82,77.33333333
1811,2018-12-15,132,121,86,113
1812,2018-12-16,143,111,97,117
1813,2018-12-17,145,122,127,131.3333333
1814,2018-12-18,100,85,106,97
1815,2018-12-19,114,130,143,129
1816,2018-12-20,129,158,167,151.3333333
1817,2018-12-21,148,159,166,157.6666667
1818,2018-12-22,163,164,137,154.6666667
1819,2018-12-23,98,114,103,105
1820,2018-12-24,52,57,78,62.33333333
1821,2018-12-25,86,NA,NA,86
1822,2018-12-26,94,NA,NA,94
1823,2018-12-27,35,52,53,46.66666667
1824,2018-12-28,56,71,69,65.33333333
1825,2018-12-29,40,74,61,58.33333333
1826,2018-12-30,69,74,64,69
1827,2018-12-31,NA,NA,NA,80
1828,2019-01-01,90,106,77,91
1829,2019-01-02,82,85,81,82.66666667
1830,2019-01-03,82,103,82,89
1831,2019-01-04,135,143,105,127.6666667
1832,2019-01-05,116,129,134,126.3333333
1833,2019-01-06,86,101,107,98
1834,2019-01-07,118,135,119,124
1835,2019-01-08,76,121,134,110.3333333
1836,2019-01-09,84,85,88,85.66666667
1837,2019-01-10,112,115,86,104.3333333
1838,2019-01-11,156,134,113,134.3333333
1839,2019-01-12,166,156,125,149
1840,2019-01-13,173,160,160,164.3333333
1841,2019-01-14,204,176,153,177.6666667
1842,2019-01-15,154,156,159,156.3333333
1843,2019-01-16,72,70,86,76
1844,2019-01-17,86,81,91,86
1845,2019-01-18,113,132,116,120.3333333
1846,2019-01-19,162,155,138,151.6666667
1847,2019-01-20,105,103,116,108
1848,2019-01-21,84,64,71,73
1849,2019-01-22,116,104,114,111.3333333
1850,2019-01-23,126,135,157,139.3333333
1851,2019-01-24,82,88,107,92.33333333
1852,2019-01-25,82,98,102,94
1853,2019-01-26,78,79,83,80
1854,2019-01-27,80,85,83,82.66666667
1855,2019-01-28,86,78,112,92
1856,2019-01-29,89,88,92,89.66666667
1857,2019-01-30,114,111,119,114.6666667
1858,2019-01-31,83,86,123,97.33333333
1859,2019-02-01,71,60,83,71.33333333
1860,2019-02-02,121,105,110,112
1861,2019-02-03,107,94,108,103
1862,2019-02-04,118,98,82,99.33333333
1863,2019-02-05,100,100,93,97.66666667
1864,2019-02-06,121,106,88,105
1865,2019-02-07,103,94,99,98.66666667
1866,2019-02-08,69,73,72,71.33333333
1867,2019-02-09,70,74,79,74.33333333
1868,2019-02-10,79,83,80,80.66666667
1869,2019-02-11,88,78,80,82
1870,2019-02-12,124,117,121,120.6666667
1871,2019-02-13,82,126,152,120
1872,2019-02-14,98,103,112,104.3333333
1873,2019-02-15,103,129,111,114.3333333
1874,2019-02-16,145,113,123,127
1875,2019-02-17,92,106,117,105
1876,2019-02-18,97,101,90,96
1877,2019-02-19,117,71,102,96.66666667
1878,2019-02-20,136,122,112,123.3333333
1879,2019-02-21,162,158,153,157.6666667
1880,2019-02-22,157,168,134,153
1881,2019-02-23,127,132,116,125
1882,2019-02-24,142,110,101,117.6666667
1883,2019-02-25,152,142,137,143.6666667
1884,2019-02-26,98,122,152,124
1885,2019-02-27,141,129,94,121.3333333
1886,2019-02-28,157,157,128,147.3333333
1887,2019-03-01,177,200,157,178
1888,2019-03-02,177,163,144,161.3333333
1889,2019-03-03,169,163,86,139.3333333
1890,2019-03-04,201,179,78,152.6666667
1891,2019-03-05,210,189,140,179.6666667
1892,2019-03-06,187,174,169,176.6666667
1893,2019-03-07,121,158,143,140.6666667
1894,2019-03-08,97,115,122,111.3333333
1895,2019-03-09,107,114,119,113.3333333
1896,2019-03-10,120,114,65,99.66666667
1897,2019-03-11,139,87,97,107.6666667
1898,2019-03-12,127,116,122,121.6666667
1899,2019-03-13,48,59,58,55
1900,2019-03-14,82,79,76,79
1901,2019-03-15,115,84,102,100.3333333
1902,2019-03-16,106,83,85,91.33333333
1903,2019-03-17,90,72,88,83.33333333
1904,2019-03-18,90,85,109,94.66666667
1905,2019-03-19,128,113,105,115.3333333
1906,2019-03-20,169,134,140,147.6666667
1907,2019-03-21,96,71,82,83
1908,2019-03-22,75,87,135,99
1909,2019-03-23,64,65,80,69.66666667
1910,2019-03-24,59,61,76,65.33333333
1911,2019-03-25,104,102,117,107.6666667
1912,2019-03-26,119,93,150,120.6666667
1913,2019-03-27,156,NA,NA,156
1914,2019-03-28,138,125,87,116.6666667
1915,2019-03-29,78,98,117,97.66666667
1916,2019-03-30,91,89,112,97.33333333
1917,2019-03-31,91,71,81,81
1918,2019-04-01,57,59,75,63.66666667
1919,2019-04-02,70,71,83,74.66666667
1920,2019-04-03,83,79,89,83.66666667
1921,2019-04-04,66,85,94,81.66666667
1922,2019-04-05,94,102,113,103
1923,2019-04-06,79,86,109,91.33333333
1924,2019-04-07,73,82,127,94
1925,2019-04-08,58,82,115,85
1926,2019-04-09,48,55,61,54.66666667
1927,2019-04-10,19,32,40,30.33333333
1928,2019-04-11,66,84,40,63.33333333
1929,2019-04-12,117,86,80,94.33333333
1930,2019-04-13,116,80,113,103
1931,2019-04-14,84,82,95,87
1932,2019-04-15,71,85,80,78.66666667
1933,2019-04-16,86,92,94,90.66666667
1934,2019-04-17,82,70,88,80
1935,2019-04-18,90,75,80,81.66666667
1936,2019-04-19,83,87,66,78.66666667
1937,2019-04-20,95,78,77,83.33333333
1938,2019-04-21,87,86,105,92.66666667
1939,2019-04-22,132,102,81,105
1940,2019-04-23,148,81,73,100.6666667
1941,2019-04-24,139,56,68,87.66666667
1942,2019-04-25,74,73,81,76
1943,2019-04-26,27,40,44,37
1944,2019-04-27,47,46,36,43
1945,2019-04-28,60,72,57,63
1946,2019-04-29,71,70,63,68
1947,2019-04-30,88,64,74,75.33333333
1948,2019-05-01,106,102,117,108.3333333
1949,2019-05-02,65,101,116,94
1950,2019-05-03,107,77,96,93.33333333
1951,2019-05-04,155,126,126,135.6666667
1952,2019-05-05,139,115,135,129.6666667
1953,2019-05-06,47,83,92,74
1954,2019-05-07,73,66,56,65
1955,2019-05-08,93,73,69,78.33333333
1956,2019-05-09,94,82,102,92.66666667
1957,2019-05-10,124,94,129,115.6666667
1958,2019-05-11,131,106,133,123.3333333
1959,2019-05-12,124,95,100,106.3333333
1960,2019-05-13,132,96,113,113.6666667
1961,2019-05-14,110,118,117,115
1962,2019-05-15,153,144,98,131.6666667
1963,2019-05-16,142,131,95,122.6666667
1964,2019-05-17,130,97,86,104.3333333
1965,2019-05-18,67,57,53,59
1966,2019-05-19,45,53,55,51
1967,2019-05-20,55,57,61,57.66666667
1968,2019-05-21,84,62,71,72.33333333
1969,2019-05-22,103,85,91,93
1970,2019-05-23,141,107,118,122
1971,2019-05-24,156,128,127,137
1972,2019-05-25,137,118,94,116.3333333
1973,2019-05-26,90,78,72,80
1974,2019-05-27,62,50,46,52.66666667
1975,2019-05-28,37,47,31,38.33333333
1976,2019-05-29,92,70,87,83
1977,2019-05-30,98,82,80,86.66666667
1978,2019-05-31,55,47,78,60
1979,2019-06-01,97,64,88,83
1980,2019-06-02,90,78,98,88.66666667
1981,2019-06-03,86,92,122,100
1982,2019-06-04,76,90,126,97.33333333
1983,2019-06-05,129,102,108,113
1984,2019-06-06,129,102,132,121
1985,2019-06-07,46,36,58,46.66666667
1986,2019-06-08,70,58,81,69.66666667
1987,2019-06-09,94,69,77,80
1988,2019-06-10,37,37,60,44.66666667
1989,2019-06-11,44,53,62,53
1990,2019-06-12,72,91,77,80
1991,2019-06-13,79,90,75,81.33333333
1992,2019-06-14,81,135,87,101
1993,2019-06-15,84,86,78,82.66666667
1994,2019-06-16,48,76,72,65.33333333
1995,2019-06-17,65,64,69,66
1996,2019-06-18,89,78,103,90
1997,2019-06-19,94,96,129,106.3333333
1998,2019-06-20,70,NA,NA,70
1999,2019-06-21,78,77,118,91
2000,2019-06-22,22,75,62,53
2001,2019-06-23,27,50,57,44.66666667
2002,2019-06-24,50,70,63,61
2003,2019-06-25,68,74,73,71.66666667
2004,2019-06-26,63,80,76,73
2005,2019-06-27,41,61,67,56.33333333
2006,2019-06-28,81,85,71,79
2007,2019-06-29,59,78,76,71
2008,2019-06-30,74,76,72,74
2009,2019-07-01,81,79,123,94.33333333
2010,2019-07-02,75,73,108,85.33333333
2011,2019-07-03,88,99,124,103.6666667
2012,2019-07-04,73,105,139,105.6666667
2013,2019-07-05,68,86,132,95.33333333
2014,2019-07-06,67,71,83,73.66666667
2015,2019-07-07,51,55,68,58
2016,2019-07-08,32,36,65,44.33333333
2017,2019-07-09,36,41,62,46.33333333
2018,2019-07-10,31,41,60,44
2019,2019-07-11,12,36,63,37
2020,2019-07-12,38,55,68,53.66666667
2021,2019-07-13,83,86,77,82
2022,2019-07-14,116,91,77,94.66666667
2023,2019-07-15,98,112,84,98
2024,2019-07-16,91,73,73,79
2025,2019-07-17,152,83,65,100
2026,2019-07-18,156,73,65,98
2027,2019-07-19,84,39,59,60.66666667
2028,2019-07-20,20,29,51,33.33333333
2029,2019-07-21,33,43,76,50.66666667
2030,2019-07-22,92,70,95,85.66666667
2031,2019-07-23,52,54,83,63
2032,2019-07-24,57,49,71,59
2033,2019-07-25,68,57,80,68.33333333
2034,2019-07-26,51,60,72,61
2035,2019-07-27,52,42,82,58.66666667
2036,2019-07-28,38,31,68,45.66666667
2037,2019-07-29,37,43,72,50.66666667
2038,2019-07-30,48,41,68,52.33333333
2039,2019-07-31,41,35,61,45.66666667
2040,2019-08-01,35,29,60,41.33333333
2041,2019-08-02,47,48,86,60.33333333
2042,2019-08-03,54,73,93,73.33333333
2043,2019-08-04,73,97,81,83.66666667
2044,2019-08-05,98,125,86,103
2045,2019-08-06,72,74,69,71.66666667
2046,2019-08-07,56,64,73,64.33333333
2047,2019-08-08,94,80,93,89
2048,2019-08-09,51,55,78,61.33333333
2049,2019-08-10,48,81,69,66
2050,2019-08-11,44,67,67,59.33333333
2051,2019-08-12,54,60,67,60.33333333
2052,2019-08-13,62,56,64,60.66666667
2053,2019-08-14,45,33,75,51
2054,2019-08-15,22,18,56,32
2055,2019-08-16,38,50,71,53
2056,2019-08-17,65,83,91,79.66666667
2057,2019-08-18,54,70,138,87.33333333
2058,2019-08-19,53,86,143,94
2059,2019-08-20,71,85,94,83.33333333
2060,2019-08-21,82,76,83,80.33333333
2061,2019-08-22,101,73,57,77
2062,2019-08-23,67,80,101,82.66666667
2063,2019-08-24,43,66,89,66
2064,2019-08-25,33,58,83,58
2065,2019-08-26,52,57,98,69
2066,2019-08-27,54,64,68,62
2067,2019-08-28,55,57,92,68
2068,2019-08-29,60,64,92,72
2069,2019-08-30,34,59,95,62.66666667
2070,2019-08-31,47,57,74,59.33333333
2071,2019-09-01,54,60,103,72.33333333
2072,2019-09-02,62,74,76,70.66666667
2073,2019-09-03,52,50,71,57.66666667
2074,2019-09-04,17,48,68,44.33333333
2075,2019-09-05,17,45,85,49
2076,2019-09-06,35,63,67,55
2077,2019-09-07,22,31,61,38
2078,2019-09-08,81,48,66,65
2079,2019-09-09,88,57,80,75
2080,2019-09-10,39,62,80,60.33333333
2081,2019-09-11,21,76,82,59.66666667
2082,2019-09-12,19,34,55,36
2083,2019-09-13,25,44,49,39.33333333
2084,2019-09-14,46,54,61,53.66666667
2085,2019-09-15,36,68,56,53.33333333
2086,2019-09-16,23,38,29,30
2087,2019-09-17,35,54,53,47.33333333
2088,2019-09-18,47,56,59,54
2089,2019-09-19,38,62,58,52.66666667
2090,2019-09-20,40,58,52,50
2091,2019-09-21,31,32,43,35.33333333
2092,2019-09-22,15,20,23,19.33333333
2093,2019-09-23,28,35,45,36
2094,2019-09-24,53,63,66,60.66666667
2095,2019-09-25,70,81,60,70.33333333
2096,2019-09-26,62,59,66,62.33333333
2097,2019-09-27,45,63,48,52
2098,2019-09-28,69,101,65,78.33333333
2099,2019-09-29,92,109,95,98.66666667
2100,2019-09-30,91,114,126,110.3333333
2101,2019-10-01,104,105,68,92.33333333
2102,2019-10-02,59,46,66,57
2103,2019-10-03,19,37,42,32.66666667
2104,2019-10-04,68,72,61,67
2105,2019-10-05,82,93,79,84.66666667
2106,2019-10-06,20,31,46,32.33333333
2107,2019-10-07,26,38,52,38.66666667
2108,2019-10-08,43,59,66,56
2109,2019-10-09,40,54,66,53.33333333
2110,2019-10-10,58,82,82,74
2111,2019-10-11,62,97,75,78
2112,2019-10-12,43,65,64,57.33333333
2113,2019-10-13,43,53,53,49.66666667
2114,2019-10-14,61,69,64,64.66666667
2115,2019-10-15,39,56,56,50.33333333
2116,2019-10-16,61,69,59,63
2117,2019-10-17,66,87,59,70.66666667
2118,2019-10-18,39,57,48,48
2119,2019-10-19,45,56,48,49.66666667
2120,2019-10-20,87,74,57,72.66666667
2121,2019-10-21,90,77,58,75
2122,2019-10-22,86,71,52,69.66666667
2123,2019-10-23,54,66,51,57
2124,2019-10-24,61,63,52,58.66666667
2125,2019-10-25,51,71,53,58.33333333
2126,2019-10-26,59,64,74,65.66666667
2127,2019-10-27,64,71,61,65.33333333
2128,2019-10-28,75,86,74,78.33333333
2129,2019-10-29,73,89,122,94.66666667
2130,2019-10-30,47,71,72,63.33333333
2131,2019-10-31,94,84,83,87
2132,2019-11-01,124,128,124,125.3333333
2133,2019-11-02,128,128,96,117.3333333
2134,2019-11-03,105,136,104,115
2135,2019-11-04,29,78,53,53.33333333
2136,2019-11-05,78,87,71,78.66666667
2137,2019-11-06,106,90,96,97.33333333
2138,2019-11-07,81,86,91,86
2139,2019-11-08,58,91,100,83
2140,2019-11-09,73,91,93,85.66666667
2141,2019-11-10,77,98,78,84.33333333
2142,2019-11-11,59,64,80,67.66666667
2143,2019-11-12,74,85,82,80.33333333
2144,2019-11-13,76,94,98,89.33333333
2145,2019-11-14,27,65,89,60.33333333
2146,2019-11-15,55,68,85,69.33333333
2147,2019-11-16,80,72,82,78
2148,2019-11-17,62,84,83,76.33333333
2149,2019-11-18,46,77,68,63.66666667
2150,2019-11-19,37,63,62,54
2151,2019-11-20,48,72,62,60.66666667
2152,2019-11-21,75,107,62,81.33333333
2153,2019-11-22,84,106,66,85.33333333
2154,2019-11-23,77,83,61,73.66666667
2155,2019-11-24,77,75,88,80
2156,2019-11-25,62,68,55,61.66666667
2157,2019-11-26,66,74,44,61.33333333
2158,2019-11-27,85,86,78,83
2159,2019-11-28,81,96,56,77.66666667
2160,2019-11-29,91,78,68,79
2161,2019-11-30,103,98,72,91
2162,2019-12-01,109,117,82,102.6666667
2163,2019-12-02,54,70,57,60.33333333
2164,2019-12-03,64,63,66,64.33333333
2165,2019-12-04,68,77,88,77.66666667
2166,2019-12-05,46,66,81,64.33333333
2167,2019-12-06,63,70,62,65
2168,2019-12-07,100,95,69,88
2169,2019-12-08,133,113,104,116.6666667
2170,2019-12-09,148,131,122,133.6666667
2171,2019-12-10,162,157,143,154
2172,2019-12-11,139,127,141,135.6666667
2173,2019-12-12,59,62,59,60
2174,2019-12-13,70,91,85,82
2175,2019-12-14,95,87,108,96.66666667
2176,2019-12-15,95,90,76,87
2177,2019-12-16,88,107,72,89
2178,2019-12-17,78,96,107,93.66666667
2179,2019-12-18,95,98,88,93.66666667
2180,2019-12-19,68,74,82,74.66666667
2181,2019-12-20,76,81,83,80
2182,2019-12-21,89,107,112,102.6666667
2183,2019-12-22,144,113,126,127.6666667
2184,2019-12-23,134,109,135,126
2185,2019-12-24,155,133,144,144
2186,2019-12-25,129,145,125,133
2187,2019-12-26,115,109,108,110.6666667
2188,2019-12-27,89,88,69,82
2189,2019-12-28,96,95,84,91.66666667
2190,2019-12-29,98,103,105,102
2191,2019-12-30,NA,NA,NA,89.16666667
2192,2019-12-31,NA,NA,NA,89.16666667
2193,2020-01-01,89,72,68,76.33333333
2194,2020-01-02,133,116,121,123.3333333
2195,2020-01-03,141,143,149,144.3333333
2196,2020-01-04,127,138,97,120.6666667
2197,2020-01-05,121,110,114,115
2198,2020-01-06,99,82,117,99.33333333
2199,2020-01-07,30,50,74,51.33333333
2200,2020-01-08,67,74,62,67.66666667
2201,2020-01-09,126,102,86,104.6666667
2202,2020-01-10,144,117,100,120.3333333
2203,2020-01-11,132,123,117,124
2204,2020-01-12,115,75,111,100.3333333
2205,2020-01-13,69,61,68,66
2206,2020-01-14,80,76,88,81.33333333
2207,2020-01-15,88,93,106,95.66666667
2208,2020-01-16,96,93,93,94
2209,2020-01-17,118,115,90,107.6666667
2210,2020-01-18,124,118,99,113.6666667
2211,2020-01-19,130,121,114,121.6666667
2212,2020-01-20,98,104,135,112.3333333
2213,2020-01-21,63,63,72,66
2214,2020-01-22,72,114,103,96.33333333
2215,2020-01-23,119,97,78,98
2216,2020-01-24,152,150,89,130.3333333
2217,2020-01-25,117,119,59,98.33333333
2218,2020-01-26,68,82,48,66
2219,2020-01-27,20,26,38,28
2220,2020-01-28,24,53,38,38.33333333
2221,2020-01-29,35,59,55,49.66666667
2222,2020-01-30,43,70,57,56.66666667
2223,2020-01-31,63,88,67,72.66666667
2224,2020-02-01,139,133,121,131
2225,2020-02-02,147,149,159,151.6666667
2226,2020-02-03,64,92,116,90.66666667
2227,2020-02-04,63,87,89,79.66666667
2228,2020-02-05,47,56,74,59
2229,2020-02-06,79,77,64,73.33333333
2230,2020-02-07,86,101,87,91.33333333
2231,2020-02-08,99,93,98,96.66666667
2232,2020-02-09,86,79,97,87.33333333
2233,2020-02-10,106,109,116,110.3333333
2234,2020-02-11,116,127,137,126.6666667
2235,2020-02-12,115,101,106,107.3333333
2236,2020-02-13,152,75,70,99
2237,2020-02-14,163,133,111,135.6666667
2238,2020-02-15,146,127,88,120.3333333
2239,2020-02-16,69,52,51,57.33333333
2240,2020-02-17,70,71,54,65
2241,2020-02-18,65,71,70,68.66666667
2242,2020-02-19,89,81,84,84.66666667
2243,2020-02-20,142,111,102,118.3333333
2244,2020-02-21,134,122,103,119.6666667
2245,2020-02-22,109,95,96,100
2246,2020-02-23,48,62,66,58.66666667
2247,2020-02-24,76,74,76,75.33333333
2248,2020-02-25,48,43,48,46.33333333
2249,2020-02-26,38,51,52,47
2250,2020-02-27,29,72,51,50.66666667
2251,2020-02-28,73,73,63,69.66666667
2252,2020-02-29,71,68,62,67
2253,2020-03-01,112,90,64,88.66666667
2254,2020-03-02,96,97,85,92.66666667
2255,2020-03-03,93,95,56,81.33333333
2256,2020-03-04,100,80,68,82.66666667
2257,2020-03-05,89,93,102,94.66666667
2258,2020-03-06,93,84,99,92
2259,2020-03-07,131,98,97,108.6666667
2260,2020-03-08,143,85,83,103.6666667
2261,2020-03-09,134,110,72,105.3333333
2262,2020-03-10,99,100,66,88.33333333
2263,2020-03-11,49,59,74,60.66666667
2264,2020-03-12,58,63,64,61.66666667
2265,2020-03-13,52,57,86,65
2266,2020-03-14,73,63,54,63.33333333
2267,2020-03-15,70,71,74,71.66666667
2268,2020-03-16,51,60,65,58.66666667
2269,2020-03-17,79,78,69,75.33333333
2270,2020-03-18,114,93,104,103.6666667
2271,2020-03-19,79,78,92,83
2272,2020-03-20,38,51,59,49.33333333
2273,2020-03-21,61,79,64,68
2274,2020-03-22,61,83,77,73.66666667
2275,2020-03-23,97,81,77,85
2276,2020-03-24,116,107,70,97.66666667
2277,2020-03-25,102,111,81,98
2278,2020-03-26,106,97,96,99.66666667
2279,2020-03-27,80,73,75,76
2280,2020-03-28,30,50,64,48
2281,2020-03-29,66,59,51,58.66666667
2282,2020-03-30,100,63,53,72
2283,2020-03-31,97,82,62,80.33333333
2284,2020-04-01,103,88,80,90.33333333
2285,2020-04-02,84,79,73,78.66666667
2286,2020-04-03,113,94,85,97.33333333
2287,2020-04-04,92,86,92,90
2288,2020-04-05,71,63,63,65.66666667
2289,2020-04-06,81,79,77,79
2290,2020-04-07,94,78,106,92.66666667
2291,2020-04-08,68,68,100,78.66666667
2292,2020-04-09,82,72,86,80
2293,2020-04-10,87,83,50,73.33333333
2294,2020-04-11,79,83,66,76
2295,2020-04-12,72,70,62,68
2296,2020-04-13,45,52,54,50.33333333
2297,2020-04-14,93,77,69,79.66666667
2298,2020-04-15,120,103,78,100.3333333
2299,2020-04-16,86,97,76,86.33333333
2300,2020-04-17,75,65,66,68.66666667
2301,2020-04-18,53,78,78,69.66666667
2302,2020-04-19,63,64,56,61
2303,2020-04-20,35,49,56,46.66666667
2304,2020-04-21,38,51,65,51.33333333
2305,2020-04-22,43,60,64,55.66666667
2306,2020-04-23,52,57,65,58
2307,2020-04-24,51,47,66,54.66666667
2308,2020-04-25,80,84,82,82
2309,2020-04-26,54,61,94,69.66666667
2310,2020-04-27,67,64,74,68.33333333
2311,2020-04-28,74,72,70,72
2312,2020-04-29,93,75,92,86.66666667
2313,2020-04-30,68,73,63,68
2314,2020-05-01,93,82,81,85.33333333
2315,2020-05-02,90,76,90,85.33333333
2316,2020-05-03,63,67,79,69.66666667
2317,2020-05-04,62,57,88,69
2318,2020-05-05,72,80,63,71.66666667
2319,2020-05-06,64,68,62,64.66666667
2320,2020-05-07,49,53,44,48.66666667
2321,2020-05-08,46,61,60,55.66666667
2322,2020-05-09,32,44,56,44
2323,2020-05-10,73,62,65,66.66666667
2324,2020-05-11,108,93,81,94
2325,2020-05-12,62,87,88,79
2326,2020-05-13,36,54,64,51.33333333
2327,2020-05-14,32,59,72,54.33333333
2328,2020-05-15,46,64,73,61
2329,2020-05-16,51,70,102,74.33333333
2330,2020-05-17,94,77,77,82.66666667
2331,2020-05-18,88,72,85,81.66666667
2332,2020-05-19,27,42,66,45
2333,2020-05-20,14,38,47,33
