,DATE,BEIJING,TIANJIN,SHANGHAI,QINGDAO,SHENYANG,DALIAN,CHINA
902,2016-06-19,63,58,26,25,60,51,47.16666667
903,2016-06-20,63,70,63,24,62,48,55
904,2016-06-21,58,55,49,26,48,28,44
905,2016-06-22,70,68,64,19,43,24,48
906,2016-06-23,28,30,53,32,22,30,32.5
907,2016-06-24,28,32,36,47,26,32,33.5
908,2016-06-25,62,54,39,67,50,46,53
909,2016-06-26,66,55,34,77,57,71,60
910,2016-06-27,31,47,60,26,64,50,46.33333333
911,2016-06-28,NA,67,32,43,47,28,43.4
912,2016-06-29,49,73,39,65,41,36,50.5
913,2016-06-30,23,53,52,29,35,37,38.16666667
914,2016-07-01,52,47,34,54,27,49,43.83333333
915,2016-07-02,66,59,58,56,52,47,56.33333333
916,2016-07-03,82,66,54,41,68,38,58.16666667
917,2016-07-04,67,72,34,49,71,26,53.16666667
918,2016-07-05,63,70,50,29,50,15,46.16666667
919,2016-07-06,86,78,28,13,57,16,46.33333333
920,2016-07-07,77,57,25,15,55,22,41.83333333
921,2016-07-08,58,73,26,19,55,26,42.83333333
922,2016-07-09,62,74,29,22,62,32,46.83333333
923,2016-07-10,62,85,33,18,55,25,46.33333333
924,2016-07-11,33,87,58,16,52,21,44.5
925,2016-07-12,32,52,70,22,22,46,40.66666667
926,2016-07-13,50,66,61,32,35,61,50.83333333
927,2016-07-14,34,47,63,28,53,51,46
928,2016-07-15,43,63,58,41,72,19,49.33333333
929,2016-07-16,66,54,78,56,54,28,56
930,2016-07-17,74,52,42,47,60,51,54.33333333
931,2016-07-18,54,82,42,31,57,60,54.33333333
932,2016-07-19,5,32,62,37,55,35,37.66666667
933,2016-07-20,17,59,63,44,39,39,43.5
934,2016-07-21,NA,68,58,39,29,55,49.8
935,2016-07-22,NA,82,53,47,39,46,53.4
936,2016-07-23,56,71,52,62,53,52,57.66666667
937,2016-07-24,40,59,34,37,51,53,45.66666667
938,2016-07-25,25,33,48,49,28,34,36.16666667
939,2016-07-26,61,55,59,53,57,49,55.66666667
940,2016-07-27,47,66,67,68,67,66,63.5
941,2016-07-28,77,76,74,52,59,50,64.66666667
942,2016-07-29,47,72,43,61,57,31,51.83333333
943,2016-07-30,55,47,22,33,48,28,38.83333333
944,2016-07-31,59,53,22,28,50,27,39.83333333
945,2016-08-01,42,50,32,36,58,28,41
946,2016-08-02,59,61,24,27,62,19,42
947,2016-08-03,76,48,35,31,76,32,49.66666667
948,2016-08-04,54,51,26,30,50,41,42
949,2016-08-05,74,62,22,24,50,33,44.16666667
950,2016-08-06,26,46,16,26,28,29,28.5
951,2016-08-07,37,41,15,23,31,22,28.16666667
952,2016-08-08,54,64,20,24,52,35,41.5
953,2016-08-09,67,79,16,26,61,27,46
954,2016-08-10,64,68,21,28,53,33,44.5
955,2016-08-11,50,52,21,29,57,41,41.66666667
956,2016-08-12,32,48,21,28,62,44,39.16666667
957,2016-08-13,32,71,35,38,29,65,45
958,2016-08-14,40,49,26,51,41,34,40.16666667
959,2016-08-15,32,49,25,42,57,53,43
960,2016-08-16,67,64,27,48,73,51,55
961,2016-08-17,NA,78,34,35,66,31,48.8
962,2016-08-18,27,38,33,34,32,34,33
963,2016-08-19,54,45,41,33,38,32,40.5
964,2016-08-20,61,73,33,37,62,37,50.5
965,2016-08-21,48,57,29,48,31,57,45
966,2016-08-22,62,64,31,51,57,46,51.83333333
967,2016-08-23,73,60,31,52,65,40,53.5
968,2016-08-24,21,36,31,42,31,46,34.5
969,2016-08-25,23,33,32,34,50,56,38
970,2016-08-26,32,45,35,45,49,44,41.66666667
971,2016-08-27,25,38,46,52,42,41,40.66666667
972,2016-08-28,37,52,41,51,42,44,44.5
973,2016-08-29,54,49,49,45,34,48,46.5
974,2016-08-30,38,48,57,53,12,32,40
975,2016-08-31,26,30,70,64,18,25,38.83333333
976,2016-09-01,30,42,71,46,36,37,43.66666667
977,2016-09-02,33,48,64,62,43,47,49.5
978,2016-09-03,66,43,40,57,48,33,47.83333333
979,2016-09-04,45,41,36,85,58,43,51.33333333
980,2016-09-05,34,52,47,72,55,65,54.16666667
981,2016-09-06,49,30,35,56,55,49,45.66666667
982,2016-09-07,34,27,62,59,54,43,46.5
983,2016-09-08,32,54,64,71,61,53,55.83333333
984,2016-09-09,30,86,54,59,47,44,53.33333333
985,2016-09-10,56,37,49,51,59,32,47.33333333
986,2016-09-11,42,45,42,46,65,40,46.66666667
987,2016-09-12,63,63,37,63,83,52,60.16666667
988,2016-09-13,71,81,25,72,73,38,60
989,2016-09-14,74,93,10,50,71,61,59.83333333
990,2016-09-15,58,100,13,34,49,53,51.16666667
991,2016-09-16,40,38,19,53,25,43,36.33333333
992,2016-09-17,25,34,48,49,24,39,36.5
993,2016-09-18,19,27,38,49,45,43,36.83333333
994,2016-09-19,40,41,40,47,64,53,47.5
995,2016-09-20,86,51,25,55,61,37,52.5
996,2016-09-21,85,79,26,44,56,41,55.16666667
997,2016-09-22,111,93,36,41,51,36,61.33333333
998,2016-09-23,127,98,43,34,46,29,62.83333333
999,2016-09-24,125,93,44,35,50,38,64.16666667
1000,2016-09-25,68,86,37,34,75,28,54.66666667
1001,2016-09-26,24,42,31,41,30,38,34.33333333
1002,2016-09-27,26,37,19,40,24,50,32.66666667
1003,2016-09-28,71,62,20,47,61,39,50
1004,2016-09-29,93,71,40,59,79,45,64.5
1005,2016-09-30,123,96,62,37,70,49,72.83333333
1006,2016-10-01,129,100,23,26,64,36,63
1007,2016-10-02,103,93,28,48,40,36,58
1008,2016-10-03,49,51,26,51,37,36,41.66666667
1009,2016-10-04,67,47,46,58,32,40,48.33333333
1010,2016-10-05,66,39,41,45,44,47,47
1011,2016-10-06,45,41,41,40,58,51,46
1012,2016-10-07,20,24,26,54,26,32,30.33333333
1013,2016-10-08,57,54,34,46,34,32,42.83333333
1014,2016-10-09,96,80,30,54,61,44,60.83333333
1015,2016-10-10,93,76,28,61,52,61,61.83333333
1016,2016-10-11,74,41,41,70,145,28,66.5
1017,2016-10-12,118,128,38,58,74,82,83
1018,2016-10-13,152,54,42,72,83,52,75.83333333
1019,2016-10-14,128,92,34,50,72,57,72.16666667
1020,2016-10-15,110,59,56,40,84,40,64.83333333
1021,2016-10-16,79,73,39,72,19,36,53
1022,2016-10-17,102,80,26,78,71,31,64.66666667
1023,2016-10-18,132,106,44,60,87,68,82.83333333
1024,2016-10-19,87,28,28,57,51,83,55.66666667
1025,2016-10-20,52,50,14,42,128,63,58.16666667
1026,2016-10-21,20,34,8,48,38,53,33.5
1027,2016-10-22,45,49,30,46,39,58,44.5
1028,2016-10-23,89,80,38,47,81,44,63.16666667
1029,2016-10-24,101,91,42,48,87,48,69.5
1030,2016-10-25,71,72,32,70,28,44,52.83333333
1031,2016-10-26,55,62,20,47,81,54,53.16666667
1032,2016-10-27,17,22,33,42,41,36,31.83333333
1033,2016-10-28,50,48,31,46,48,36,43.16666667
1034,2016-10-29,63,72,29,54,53,41,52
1035,2016-10-30,19,29,29,45,35,25,30.33333333
1036,2016-10-31,54,71,25,51,73,28,50.33333333
1037,2016-11-01,108,91,37,60,62,54,68.66666667
1038,2016-11-02,161,129,66,74,70,73,95.5
1039,2016-11-03,180,141,70,67,115,86,109.8333333
1040,2016-11-04,133,111,72,76,173,133,116.3333333
1041,2016-11-05,67,54,57,89,81,87,72.5
1042,2016-11-06,42,52,36,67,126,73,66
1043,2016-11-07,37,50,22,45,49,37,40
1044,2016-11-08,131,91,21,45,71,23,63.66666667
1045,2016-11-09,107,106,35,48,48,36,63.33333333
1046,2016-11-10,81,135,59,76,51,63,77.5
1047,2016-11-11,83,83,52,82,61,71,72
1048,2016-11-12,111,113,51,84,75,69,83.83333333
1049,2016-11-13,67,88,72,87,72,67,75.5
1050,2016-11-14,60,64,55,63,48,39,54.83333333
1051,2016-11-15,107,131,21,50,88,51,74.66666667
1052,2016-11-16,116,83,19,56,140,57,78.5
1053,2016-11-17,190,148,55,56,82,51,97
1054,2016-11-18,107,118,81,72,38,33,74.83333333
1055,2016-11-19,71,48,43,49,35,41,47.83333333
1056,2016-11-20,18,16,34,42,32,36,29.66666667
1057,2016-11-21,18,26,14,34,29,24,24.16666667
1058,2016-11-22,21,58,18,46,51,35,38.16666667
1059,2016-11-23,69,118,42,57,74,30,65
1060,2016-11-24,133,118,42,62,76,59,81.66666667
1061,2016-11-25,291,181,30,62,98,66,121.3333333
1062,2016-11-26,102,44,85,91,46,102,78.33333333
1063,2016-11-27,76,81,72,52,71,51,67.16666667
1064,2016-11-28,90,129,30,73,69,45,72.66666667
1065,2016-11-29,83,238,56,62,66,75,96.66666667
1066,2016-11-30,32,38,89,78,46,25,51.33333333
1067,2016-12-01,86,103,43,66,76,46,70
1068,2016-12-02,215,170,40,85,106,99,119.1666667
1069,2016-12-03,244,240,72,98,84,96,139
1070,2016-12-04,38,51,103,103,31,29,59.16666667
1071,2016-12-05,91,95,51,60,67,43,67.83333333
1072,2016-12-06,109,121,88,88,80,63,91.5
1073,2016-12-07,87,94,101,95,82,63,87
1074,2016-12-08,30,32,76,50,52,25,44.16666667
1075,2016-12-09,55,87,29,55,97,43,61
1076,2016-12-10,145,131,25,50,93,59,83.83333333
1077,2016-12-11,141,183,47,42,69,39,86.83333333
1078,2016-12-12,33,67,39,46,58,25,44.66666667
1079,2016-12-13,32,46,32,42,73,31,42.66666667
1080,2016-12-14,43,64,56,70,143,43,69.83333333
1081,2016-12-15,101,95,97,65,79,58,82.5
1082,2016-12-16,164,125,88,85,101,88,108.5
1083,2016-12-17,161,192,54,113,135,99,125.6666667
1084,2016-12-18,164,248,72,176,155,123,156.3333333
1085,2016-12-19,290,184,47,145,138,100,150.6666667
1086,2016-12-20,280,182,34,114,127,120,142.8333333
1087,2016-12-21,90,209,66,115,60,56,99.33333333
1088,2016-12-22,39,36,98,79,43,48,57.16666667
1089,2016-12-23,101,66,33,46,123,42,68.5
1090,2016-12-24,112,105,23,62,69,23,65.66666667
1091,2016-12-25,46,85,19,58,50,46,50.66666667
1092,2016-12-26,41,65,36,47,56,28,45.5
1093,2016-12-27,62,61,38,73,68,44,57.66666667
1094,2016-12-28,68,48,54,91,47,30,56.33333333
1095,2016-12-29,222,130,51,79,82,57,103.5
1096,2016-12-30,335,187,53,96,103,95,144.8333333
1097,2016-12-31,425,NA,46,131,149,136,177.4
1098,2017-01-01,243,224,63,146,91,95,143.6666667
1099,2017-01-02,282,203,79,135,99,88,147.6666667
1100,2017-01-03,387,203,55,194,94,91,170.6666667
1101,2017-01-04,170,111,32,100,77,74,94
1102,2017-01-05,144,92,28,68,97,75,84
1103,2017-01-06,142,136,16,61,156,67,96.33333333
1104,2017-01-07,NA,121,66,59,141,67,90.8
1105,2017-01-08,51,52,58,99,47,28,55.83333333
1106,2017-01-09,38,67,67,76,45,31,54
1107,2017-01-10,65,104,38,73,60,42,63.66666667
1108,2017-01-11,50,125,51,135,48,57,77.66666667
1109,2017-01-12,24,28,79,102,52,37,53.66666667
1110,2017-01-13,36,36,31,61,45,45,42.33333333
1111,2017-01-14,55,29,20,51,87,37,46.5
1112,2017-01-15,82,65,24,78,112,49,68.33333333
1113,2017-01-16,106,95,46,90,119,68,87.33333333
1114,2017-01-17,49,88,38,110,95,84,77.33333333
1115,2017-01-18,71,71,67,113,102,52,79.33333333
1116,2017-01-19,31,30,75,54,49,32,45.16666667
1117,2017-01-20,45,53,35,67,75,42,52.83333333
1118,2017-01-21,35,36,59,54,81,36,50.16666667
1119,2017-01-22,44,59,33,48,97,35,52.66666667
1120,2017-01-23,88,72,31,71,112,33,67.83333333
1121,2017-01-24,127,138,53,75,112,58,93.83333333
1122,2017-01-25,130,173,51,89,100,75,103
1123,2017-01-26,74,61,59,81,76,25,62.66666667
1124,2017-01-27,332,177,60,33,59,39,116.6666667
1125,2017-01-28,54,84,52,37,52,45,54
1126,2017-01-29,33,22,33,39,42,26,32.5
1127,2017-01-30,66,65,14,47,67,32,48.5
1128,2017-01-31,36,47,29,68,38,33,41.83333333
1129,2017-02-01,80,73,27,47,69,47,57.16666667
1130,2017-02-02,127,116,20,81,110,98,92
1131,2017-02-03,204,134,45,73,116,89,110.1666667
1132,2017-02-04,18,48,82,127,78,77,71.66666667
1133,2017-02-05,21,32,59,76,36,35,43.16666667
1134,2017-02-06,69,47,24,55,97,48,56.66666667
1135,2017-02-07,39,70,16,53,61,45,47.33333333
1136,2017-02-08,29,35,60,59,51,41,45.83333333
1137,2017-02-09,26,35,51,52,39,38,40.16666667
1138,2017-02-10,77,90,48,65,55,37,62
1139,2017-02-11,119,143,58,66,108,49,90.5
1140,2017-02-12,97,190,55,104,102,59,101.1666667
1141,2017-02-13,120,91,62,100,97,69,89.83333333
1142,2017-02-14,135,217,62,82,77,69,107
1143,2017-02-15,56,233,49,101,70,70,96.5
1144,2017-02-16,36,56,61,55,52,37,49.5
1145,2017-02-17,86,96,32,67,61,48,65
1146,2017-02-18,97,120,47,78,77,72,81.83333333
1147,2017-02-19,29,41,66,99,52,61,58
1148,2017-02-20,61,68,38,49,86,44,57.66666667
1149,2017-02-21,29,124,49,59,67,51,63.16666667
1150,2017-02-22,29,39,66,78,33,22,44.5
1151,2017-02-23,37,72,43,75,63,37,54.5
1152,2017-02-24,18,51,63,109,44,44,54.83333333
1153,2017-02-25,35,75,89,46,58,37,56.66666667
1154,2017-02-26,93,100,49,61,64,55,70.33333333
1155,2017-02-27,25,85,46,98,74,96,70.66666667
1156,2017-02-28,35,67,62,86,28,60,56.33333333
1157,2017-03-01,58,65,52,58,69,48,58.33333333
1158,2017-03-02,98,101,56,88,70,77,81.66666667
1159,2017-03-03,78,106,61,88,66,79,79.66666667
1160,2017-03-04,30,70,64,102,50,55,61.83333333
1161,2017-03-05,40,52,39,57,40,39,44.5
1162,2017-03-06,25,33,52,66,51,31,43
1163,2017-03-07,26,48,45,71,63,43,49.33333333
1164,2017-03-08,28,53,68,69,59,50,54.5
1165,2017-03-09,52,93,64,70,93,67,73.16666667
1166,2017-03-10,75,113,56,72,131,89,89.33333333
1167,2017-03-11,26,43,31,82,65,59,51
1168,2017-03-12,27,68,32,73,63,53,52.66666667
1169,2017-03-13,43,83,41,62,76,49,59
1170,2017-03-14,71,80,38,64,140,57,75
1171,2017-03-15,112,106,31,71,101,66,81.16666667
1172,2017-03-16,93,104,38,65,137,85,87
1173,2017-03-17,111,169,37,59,114,79,94.83333333
1174,2017-03-18,146,145,40,75,92,89,97.83333333
1175,2017-03-19,116,116,42,82,68,83,84.5
1176,2017-03-20,76,89,57,78,65,48,68.83333333
1177,2017-03-21,117,131,23,57,63,59,75
1178,2017-03-22,94,80,27,46,89,54,65
1179,2017-03-23,NA,58,46,41,105,61,62.2
1180,2017-03-24,26,80,67,52,96,65,64.33333333
1181,2017-03-25,24,36,76,67,113,88,67.33333333
1182,2017-03-26,27,40,64,53,119,59,60.33333333
1183,2017-03-27,71,67,64,50,95,62,68.16666667
1184,2017-03-28,97,85,67,48,89,55,73.5
1185,2017-03-29,90,105,46,57,85,68,75.16666667
1186,2017-03-30,43,68,35,75,103,60,64
1187,2017-03-31,60,86,62,85,74,68,72.5
1188,2017-04-01,82,95,71,74,80,58,76.66666667
1189,2017-04-02,121,120,66,88,85,76,92.66666667
1190,2017-04-03,100,90,58,66,95,75,80.66666667
1191,2017-04-04,60,69,52,42,75,38,56
1192,2017-04-05,87,97,67,68,68,41,71.33333333
1193,2017-04-06,85,89,44,34,85,69,67.66666667
1194,2017-04-07,100,100,61,65,55,50,71.83333333
1195,2017-04-08,72,75,39,74,51,62,62.16666667
1196,2017-04-09,83,73,30,66,80,60,65.33333333
1197,2017-04-10,54,69,48,62,63,70,61
1198,2017-04-11,73,109,71,71,52,65,73.5
1199,2017-04-12,89,123,64,92,69,87,87.33333333
1200,2017-04-13,106,82,57,66,89,58,76.33333333
1201,2017-04-14,73,108,59,83,79,64,77.66666667
1202,2017-04-15,111,130,58,79,69,65,85.33333333
1203,2017-04-16,150,126,57,58,72,35,83
1204,2017-04-17,66,97,82,96,65,64,78.33333333
1205,2017-04-18,87,90,81,71,61,56,74.33333333
1206,2017-04-19,75,105,59,59,76,62,72.66666667
1207,2017-04-20,54,65,64,59,80,86,68
1208,2017-04-21,90,91,50,74,75,60,73.33333333
1209,2017-04-22,60,79,60,70,56,59,64
1210,2017-04-23,81,90,66,72,47,60,69.33333333
1211,2017-04-24,33,47,59,83,43,34,49.83333333
1212,2017-04-25,36,61,33,65,46,32,45.5
1213,2017-04-26,43,64,40,68,58,33,51
1214,2017-04-27,52,66,57,75,57,46,58.83333333
1215,2017-04-28,78,79,69,120,73,65,80.66666667
1216,2017-04-29,117,159,61,108,105,95,107.5
1217,2017-04-30,86,93,45,129,59,58,78.33333333
1218,2017-05-01,97,107,26,82,60,64,72.66666667
1219,2017-05-02,85,77,27,37,64,28,53
1220,2017-05-03,638,586,28,47,54,41,232.3333333
1221,2017-05-04,466,607,48,103,104,73,233.5
1222,2017-05-05,78,99,106,160,183,73,116.5
1223,2017-05-06,65,94,151,339,107,94,141.6666667
1224,2017-05-07,93,143,75,144,94,129,113
1225,2017-05-08,82,71,50,30,78,46,59.5
1226,2017-05-09,60,64,72,50,63,33,57
1227,2017-05-10,107,125,68,111,79,56,91
1228,2017-05-11,131,207,35,303,136,311,187.1666667
1229,2017-05-12,63,101,53,139,57,91,84
1230,2017-05-13,41,55,62,102,53,47,60
1231,2017-05-14,62,67,52,72,35,35,53.83333333
1232,2017-05-15,76,70,35,75,47,34,56.16666667
1233,2017-05-16,86,78,46,81,58,57,67.66666667
1234,2017-05-17,116,91,47,92,80,56,80.33333333
1235,2017-05-18,103,103,50,71,75,52,75.66666667
1236,2017-05-19,79,87,43,52,57,32,58.33333333
1237,2017-05-20,71,70,36,54,53,31,52.5
1238,2017-05-21,44,48,35,40,41,37,40.83333333
1239,2017-05-22,38,47,35,41,34,23,36.33333333
1240,2017-05-23,46,59,21,64,39,58,47.83333333
1241,2017-05-24,67,70,39,83,25,48,55.33333333
1242,2017-05-25,69,60,58,59,37,40,53.83333333
1243,2017-05-26,83,93,45,66,41,46,62.33333333
1244,2017-05-27,97,112,54,83,60,53,76.5
1245,2017-05-28,72,97,35,85,93,58,73.33333333
1246,2017-05-29,61,68,37,55,45,50,52.66666667
1247,2017-05-30,78,84,58,44,54,33,58.5
1248,2017-05-31,46,61,76,53,51,33,53.33333333
1249,2017-06-01,54,54,56,48,40,36,48
1250,2017-06-02,50,45,35,25,33,24,35.33333333
1251,2017-06-03,68,57,29,37,45,27,43.83333333
1252,2017-06-04,76,74,24,70,44,36,54
1253,2017-06-05,50,46,39,15,64,31,40.83333333
1254,2017-06-06,43,49,55,45,54,64,51.66666667
1255,2017-06-07,50,73,72,82,89,93,76.5
1256,2017-06-08,68,73,63,81,52,57,65.66666667
1257,2017-06-09,59,52,35,61,51,56,52.33333333
1258,2017-06-10,62,60,16,54,35,46,45.5
1259,2017-06-11,63,57,16,44,39,44,43.83333333
1260,2017-06-12,52,55,19,46,44,31,41.16666667
1261,2017-06-13,51,65,30,54,63,45,51.33333333
1262,2017-06-14,70,77,39,79,74,72,68.5
1263,2017-06-15,86,78,42,105,68,78,76.16666667
1264,2017-06-16,95,72,41,61,83,67,69.83333333
1265,2017-06-17,87,68,44,45,68,57,61.5
1266,2017-06-18,39,74,26,42,152,51,64
1267,2017-06-19,50,57,30,36,26,40,39.83333333
1268,2017-06-20,60,63,42,28,38,44,45.83333333
1269,2017-06-21,28,54,13,19,29,30,28.83333333
1270,2017-06-22,22,29,52,21,42,19,30.83333333
1271,2017-06-23,28,51,36,19,39,18,31.83333333
1272,2017-06-24,42,63,47,53,32,32,44.83333333
1273,2017-06-25,36,57,70,54,55,39,51.83333333
1274,2017-06-26,73,74,80,40,35,27,54.83333333
1275,2017-06-27,86,82,53,235,41,39,89.33333333
1276,2017-06-28,61,81,32,91,42,44,58.5
1277,2017-06-29,68,69,42,23,60,46,51.33333333
1278,2017-06-30,81,84,48,22,62,40,56.16666667
1279,2017-07-01,78,54,34,42,45,48,50.16666667
1280,2017-07-02,54,54,39,54,45,46,48.66666667
1281,2017-07-03,54,59,32,65,30,67,51.16666667
1282,2017-07-04,69,66,44,64,48,70,60.16666667
1283,2017-07-05,74,91,42,63,46,83,66.5
1284,2017-07-06,41,67,46,38,29,60,46.83333333
1285,2017-07-07,46,88,42,50,44,44,52.33333333
1286,2017-07-08,71,76,36,35,31,52,50.16666667
1287,2017-07-09,43,51,34,60,32,28,41.33333333
1288,2017-07-10,69,90,33,71,50,60,62.16666667
1289,2017-07-11,83,70,48,77,56,52,64.33333333
1290,2017-07-12,60,69,55,66,44,55,58.16666667
1291,2017-07-13,52,91,59,44,39,53,56.33333333
1292,2017-07-14,45,78,52,20,44,34,45.5
1293,2017-07-15,66,59,40,37,44,21,44.5
1294,2017-07-16,53,46,36,60,30,27,42
1295,2017-07-17,55,80,58,64,44,54,59.16666667
1296,2017-07-18,56,53,57,70,43,50,54.83333333
1297,2017-07-19,80,81,51,67,46,38,60.5
1298,2017-07-20,21,49,57,64,15,49,42.5
1299,2017-07-21,32,42,61,66,39,30,45
1300,2017-07-22,53,54,55,84,58,45,58.16666667
1301,2017-07-23,46,76,60,69,53,69,62.16666667
1302,2017-07-24,43,52,65,61,29,46,49.33333333
1303,2017-07-25,34,54,60,42,56,48,49
1304,2017-07-26,54,66,54,40,47,25,47.66666667
1305,2017-07-27,52,76,31,45,30,44,46.33333333
1306,2017-07-28,52,37,26,51,36,65,44.5
1307,2017-07-29,54,57,29,58,52,49,49.83333333
1308,2017-07-30,76,59,42,27,45,32,46.83333333
1309,2017-07-31,57,54,46,38,42,17,42.33333333
1310,2017-08-01,46,44,42,38,32,34,39.33333333
1311,2017-08-02,53,33,44,40,29,37,39.33333333
1312,2017-08-03,40,65,52,54,17,28,42.66666667
1313,2017-08-04,54,52,61,47,24,43,46.83333333
1314,2017-08-05,34,52,71,70,34,33,49
1315,2017-08-06,36,59,71,53,34,40,48.83333333
1316,2017-08-07,64,59,44,59,40,43,51.5
1317,2017-08-08,37,38,20,69,63,42,44.83333333
1318,2017-08-09,64,60,44,66,41,37,52
1319,2017-08-10,71,85,66,69,42,48,63.5
1320,2017-08-11,36,71,49,53,40,38,47.83333333
1321,2017-08-12,40,60,41,23,45,27,39.33333333
1322,2017-08-13,34,40,20,22,47,26,31.5
1323,2017-08-14,53,50,54,23,28,21,38.16666667
1324,2017-08-15,49,54,38,38,66,25,45
1325,2017-08-16,35,48,40,43,33,14,35.5
1326,2017-08-17,66,53,38,58,31,30,46
1327,2017-08-18,46,46,50,28,41,34,40.83333333
1328,2017-08-19,56,55,24,30,45,28,39.66666667
1329,2017-08-20,70,56,37,38,34,34,44.83333333
1330,2017-08-21,70,75,22,19,69,31,47.66666667
1331,2017-08-22,24,50,28,37,33,28,33.33333333
1332,2017-08-23,32,51,36,37,36,30,37
1333,2017-08-24,31,47,42,41,47,39,41.16666667
1334,2017-08-25,42,57,31,52,31,38,41.83333333
1335,2017-08-26,22,27,27,34,44,29,30.5
1336,2017-08-27,27,28,35,31,29,25,29.16666667
1337,2017-08-28,41,47,34,31,29,25,34.5
1338,2017-08-29,64,33,30,32,37,36,38.66666667
1339,2017-08-30,64,47,32,40,61,42,47.66666667
1340,2017-08-31,104,61,35,52,65,52,61.5
1341,2017-09-01,67,55,37,45,55,54,52.16666667
1342,2017-09-02,57,64,26,30,66,43,47.66666667
1343,2017-09-03,75,62,26,24,51,33,45.16666667
1344,2017-09-04,47,65,43,12,41,33,40.16666667
1345,2017-09-05,56,77,55,31,46,35,50
1346,2017-09-06,NA,NA,NA,NA,NA,NA,43
1347,2017-09-07,NA,NA,NA,NA,NA,NA,43
1348,2017-09-08,NA,NA,NA,NA,NA,NA,43
1349,2017-09-09,NA,NA,NA,NA,NA,NA,43
1350,2017-09-10,23,50,26,52,19,46,36
1351,2017-09-11,59,62,29,106,36,48,56.66666667
1352,2017-09-12,93,73,43,44,44,27,54
1353,2017-09-13,86,64,37,43,56,39,54.16666667
1354,2017-09-14,76,69,32,47,60,30,52.33333333
1355,2017-09-15,102,90,32,35,49,27,55.83333333
1356,2017-09-16,32,53,38,73,36,29,43.5
1357,2017-09-17,61,75,66,91,55,41,64.83333333
1358,2017-09-18,42,51,69,82,30,44,53
1359,2017-09-19,47,60,30,46,37,34,42.33333333
1360,2017-09-20,99,77,23,40,48,31,53
1361,2017-09-21,64,74,39,57,49,55,56.33333333
1362,2017-09-22,133,109,33,73,51,65,77.33333333
1363,2017-09-23,108,107,13,53,50,73,67.33333333
1364,2017-09-24,90,87,14,39,66,41,56.16666667
1365,2017-09-25,50,61,47,28,39,43,44.66666667
1366,2017-09-26,52,41,46,43,34,33,41.5
1367,2017-09-27,27,37,36,43,29,37,34.83333333
1368,2017-09-28,76,90,39,55,50,59,61.5
1369,2017-09-29,95,84,23,57,80,69,68
1370,2017-09-30,59,93,38,16,43,33,47
1371,2017-10-01,38,49,37,38,34,48,40.66666667
1372,2017-10-02,34,36,47,30,39,32,36.33333333
1373,2017-10-03,50,53,33,35,64,27,43.66666667
1374,2017-10-04,55,51,27,46,60,26,44.16666667
1375,2017-10-05,60,61,49,26,49,16,43.5
1376,2017-10-06,83,76,46,35,52,23,52.5
1377,2017-10-07,102,NA,29,19,73,23,49.2
1378,2017-10-08,10,7,34,25,42,23,23.5
1379,2017-10-09,9,12,37,29,29,33,24.83333333
1380,2017-10-10,18,41,18,30,31,24,27
1381,2017-10-11,32,50,25,34,58,22,36.83333333
1382,2017-10-12,57,70,25,56,47,43,49.66666667
1383,2017-10-13,33,51,34,64,43,31,42.66666667
1384,2017-10-14,48,62,12,47,61,29,43.16666667
1385,2017-10-15,50,39,11,69,51,39,43.16666667
1386,2017-10-16,64,48,33,57,81,50,55.5
1387,2017-10-17,16,45,38,55,112,62,54.66666667
1388,2017-10-18,57,66,37,78,104,72,69
1389,2017-10-19,85,74,28,93,115,65,76.66666667
1390,2017-10-20,60,52,38,97,50,81,63
1391,2017-10-21,50,43,61,76,53,62,57.5
1392,2017-10-22,39,42,54,47,67,62,51.83333333
1393,2017-10-23,61,56,42,52,94,57,60.33333333
1394,2017-10-24,76,75,36,66,133,63,74.83333333
1395,2017-10-25,111,107,36,54,124,81,85.5
1396,2017-10-26,NA,138,33,81,85,74,82.2
1397,2017-10-27,27,59,42,84,67,87,61
1398,2017-10-28,18,24,59,82,44,40,44.5
1399,2017-10-29,32,49,38,42,60,39,43.33333333
1400,2017-10-30,78,72,38,68,72,58,64.33333333
1401,2017-10-31,73,78,46,96,54,113,76.66666667
1402,2017-11-01,64,90,60,95,113,117,89.83333333
1403,2017-11-02,25,27,79,71,63,35,50
1404,2017-11-03,49,53,24,33,61,40,43.33333333
1405,2017-11-04,82,61,29,44,80,62,59.66666667
1406,2017-11-05,100,74,48,49,76,66,68.83333333
1407,2017-11-06,68,82,81,99,82,102,85.66666667
1408,2017-11-07,34,34,93,89,31,34,52.5
1409,2017-11-08,70,65,39,37,61,37,51.5
1410,2017-11-09,37,49,58,57,78,50,54.83333333
1411,2017-11-10,27,33,42,49,58,39,41.33333333
1412,2017-11-11,68,77,44,54,62,50,59.16666667
1413,2017-11-12,58,69,46,81,53,75,63.66666667
1414,2017-11-13,22,24,48,61,37,29,36.83333333
1415,2017-11-14,37,35,56,54,40,32,42.33333333
1416,2017-11-15,69,57,27,49,66,27,49.16666667
1417,2017-11-16,50,56,14,73,65,58,52.66666667
1418,2017-11-17,41,35,31,35,46,33,36.83333333
1419,2017-11-18,85,85,37,57,47,42,58.83333333
1420,2017-11-19,92,124,20,87,56,41,70
1421,2017-11-20,113,104,48,97,80,52,82.33333333
