,DATE,BEIJING,TIANJIN,SHANGHAI,QINGDAO,SHENYANG,DALIAN,CHINA
1939,2019-04-22,60,61,45,15,73,53,51.16666667
1940,2019-04-23,27,52,84,31,62,112,61.33333333
1941,2019-04-24,25,24,46,58,58,62,45.5
1942,2019-04-25,45,36,38,48,39,47,42.16666667
1943,2019-04-26,44,40,37,48,56,58,47.16666667
1944,2019-04-27,50,41,42,18,51,28,38.33333333
1945,2019-04-28,61,66,38,33,41,31,45
1946,2019-04-29,80,72,30,87,48,75,65.33333333
1947,2019-04-30,38,41,69,72,74,111,67.5
1948,2019-05-01,57,53,76,74,67,84,68.5
1949,2019-05-02,73,63,63,75,68,59,66.83333333
1950,2019-05-03,67,66,57,58,75,66,64.83333333
1951,2019-05-04,47,65,56,75,57,75,62.5
1952,2019-05-05,36,42,44,75,49,68,52.33333333
1953,2019-05-06,50,51,47,81,44,63,56
1954,2019-05-07,66,70,47,67,65,70,64.16666667
1955,2019-05-08,61,78,54,67,76,100,72.66666667
1956,2019-05-09,76,67,51,58,85,78,69.16666667
1957,2019-05-10,74,63,57,43,67,55,59.83333333
1958,2019-05-11,181,277,50,53,63,49,112.1666667
1959,2019-05-12,58,63,40,84,58,60,60.5
1960,2019-05-13,86,106,31,54,60,68,67.5
1961,2019-05-14,137,106,29,33,60,50,69.16666667
1962,2019-05-15,95,74,47,42,55,34,57.83333333
1963,2019-05-16,85,65,31,26,41,43,48.5
1964,2019-05-17,42,31,50,30,40,28,36.83333333
1965,2019-05-18,66,57,59,56,42,38,53
1966,2019-05-19,39,49,61,84,46,57,56
1967,2019-05-20,31,41,70,78,64,40,54
1968,2019-05-21,54,52,71,78,62,57,62.33333333
1969,2019-05-22,59,79,80,87,60,58,70.5
1970,2019-05-23,87,67,60,86,65,89,75.66666667
1971,2019-05-24,82,70,49,62,65,62,65
1972,2019-05-25,59,64,31,37,46,63,50
1973,2019-05-26,16,16,35,50,30,26,28.83333333
1974,2019-05-27,33,42,29,58,53,42,42.83333333
1975,2019-05-28,47,67,53,65,57,55,57.33333333
1976,2019-05-29,49,48,46,50,38,55,47.66666667
1977,2019-05-30,35,33,57,67,27,30,41.5
1978,2019-05-31,65,59,39,87,46,57,58.83333333
1979,2019-06-01,65,72,29,57,53,62,56.33333333
1980,2019-06-02,51,62,36,54,43,64,51.66666667
1981,2019-06-03,61,59,42,42,40,49,48.83333333
1982,2019-06-04,54,69,48,38,48,43,50
1983,2019-06-05,57,63,36,26,51,32,44.16666667
1984,2019-06-06,61,52,27,44,48,34,44.33333333
1985,2019-06-07,51,55,31,44,32,53,44.33333333
1986,2019-06-08,18,38,31,42,21,47,32.83333333
1987,2019-06-09,54,48,46,52,30,36,44.33333333
1988,2019-06-10,56,39,33,30,42,28,38
1989,2019-06-11,59,67,27,25,43,42,43.83333333
1990,2019-06-12,42,60,29,33,38,52,42.33333333
1991,2019-06-13,65,66,26,29,31,56,45.5
1992,2019-06-14,50,42,58,54,17,48,44.83333333
1993,2019-06-15,36,23,71,45,17,37,38.16666667
1994,2019-06-16,53,49,46,38,38,50,45.66666667
1995,2019-06-17,70,66,23,49,40,63,51.83333333
1996,2019-06-18,69,51,33,19,39,42,42.16666667
1997,2019-06-19,69,72,26,27,49,40,47.16666667
1998,2019-06-20,69,46,22,40,24,50,41.83333333
1999,2019-06-21,53,34,35,62,27,41,42
2000,2019-06-22,73,49,35,50,36,44,47.83333333
2001,2019-06-23,64,57,28,28,52,44,45.5
2002,2019-06-24,76,66,26,34,40,44,47.66666667
2003,2019-06-25,70,55,27,37,38,33,43.33333333
2004,2019-06-26,68,56,36,31,47,37,45.83333333
2005,2019-06-27,41,52,48,45,53,48,47.83333333
2006,2019-06-28,33,42,45,30,36,57,40.5
2007,2019-06-29,21,33,25,59,12,33,30.5
2008,2019-06-30,33,38,23,58,13,28,32.16666667
2009,2019-07-01,60,51,25,43,37,30,41
2010,2019-07-02,39,43,33,42,37,32,37.66666667
2011,2019-07-03,64,54,42,48,40,46,49
2012,2019-07-04,54,62,44,61,44,42,51.16666667
2013,2019-07-05,15,30,42,35,41,28,31.83333333
2014,2019-07-06,21,37,40,40,44,29,35.16666667
2015,2019-07-07,34,52,52,54,30,40,43.66666667
2016,2019-07-08,50,58,23,42,41,18,38.66666667
2017,2019-07-09,50,39,24,27,45,19,34
2018,2019-07-10,37,31,42,45,34,19,34.66666667
2019,2019-07-11,45,49,34,83,38,23,45.33333333
2020,2019-07-12,73,56,16,95,40,31,51.83333333
2021,2019-07-13,33,40,38,84,44,41,46.66666667
2022,2019-07-14,64,39,33,90,49,32,51.16666667
2023,2019-07-15,49,40,26,66,42,28,41.83333333
2024,2019-07-16,42,62,32,34,39,32,40.16666667
2025,2019-07-17,64,72,22,21,43,24,41
2026,2019-07-18,59,31,19,17,46,25,32.83333333
2027,2019-07-19,56,35,34,49,51,36,43.5
2028,2019-07-20,65,52,47,56,31,50,50.16666667
2029,2019-07-21,90,57,44,50,51,44,56
2030,2019-07-22,38,35,42,34,42,26,36.16666667
2031,2019-07-23,60,45,49,50,31,32,44.5
2032,2019-07-24,53,54,53,51,34,21,44.33333333
2033,2019-07-25,58,68,58,50,32,22,48
2034,2019-07-26,75,59,50,35,45,21,47.5
2035,2019-07-27,53,52,39,30,37,16,37.83333333
2036,2019-07-28,15,30,33,41,31,26,29.33333333
2037,2019-07-29,44,31,34,53,21,23,34.33333333
2038,2019-07-30,42,49,29,39,45,32,39.33333333
2039,2019-07-31,54,50,30,45,45,30,42.33333333
2040,2019-08-01,44,41,25,25,39,22,32.66666667
2041,2019-08-02,44,29,29,28,19,24,28.83333333
2042,2019-08-03,48,35,27,30,31,38,34.83333333
2043,2019-08-04,36,44,29,26,46,22,33.83333333
2044,2019-08-05,53,48,28,23,47,39,39.66666667
2045,2019-08-06,32,45,42,23,53,43,39.66666667
2046,2019-08-07,50,44,30,29,29,35,36.16666667
2047,2019-08-08,49,31,28,28,40,24,33.33333333
2048,2019-08-09,29,18,20,30,28,20,24.16666667
2049,2019-08-10,22,16,17,24,14,30,20.5
2050,2019-08-11,22,10,35,20,11,56,25.66666667
2051,2019-08-12,19,15,49,26,18,21,24.66666667
2052,2019-08-13,31,37,53,30,12,17,30
2053,2019-08-14,46,49,49,37,12,20,35.5
2054,2019-08-15,22,27,56,50,15,28,33
2055,2019-08-16,26,30,61,46,11,20,32.33333333
2056,2019-08-17,47,51,56,44,21,27,41
2057,2019-08-18,68,57,33,39,38,24,43.16666667
2058,2019-08-19,59,50,29,42,46,22,41.33333333
2059,2019-08-20,29,38,45,47,30,34,37.16666667
2060,2019-08-21,34,47,54,69,37,79,53.33333333
2061,2019-08-22,32,42,45,60,19,26,37.33333333
2062,2019-08-23,46,48,34,74,22,22,41
2063,2019-08-24,48,45,27,29,36,34,36.5
2064,2019-08-25,74,58,33,23,40,23,41.83333333
2065,2019-08-26,42,43,46,39,32,41,40.5
2066,2019-08-27,24,43,30,71,36,46,41.66666667
2067,2019-08-28,15,22,26,59,19,22,27.16666667
2068,2019-08-29,22,27,56,38,17,19,29.83333333
2069,2019-08-30,37,45,50,32,45,24,38.83333333
2070,2019-08-31,48,50,21,24,47,20,35
2071,2019-09-01,54,60,16,30,42,18,36.66666667
2072,2019-09-02,69,62,24,42,53,27,46.16666667
2073,2019-09-03,64,48,40,40,60,33,47.5
2074,2019-09-04,62,53,25,55,28,28,41.83333333
2075,2019-09-05,69,69,15,57,34,32,46
2076,2019-09-06,66,69,34,48,39,35,48.5
2077,2019-09-07,61,69,46,72,37,57,57
2078,2019-09-08,88,72,39,51,41,51,57
2079,2019-09-09,16,38,57,53,35,54,42.16666667
2080,2019-09-10,32,35,43,53,28,44,39.16666667
2081,2019-09-11,33,41,33,55,37,48,41.16666667
2082,2019-09-12,37,44,31,32,25,21,31.66666667
2083,2019-09-13,30,46,32,38,19,19,30.66666667
2084,2019-09-14,55,52,25,44,46,29,41.83333333
2085,2019-09-15,47,40,35,58,27,40,41.16666667
2086,2019-09-16,56,50,45,55,48,36,48.33333333
2087,2019-09-17,26,45,39,62,30,30,38.66666667
2088,2019-09-18,60,40,35,37,84,35,48.5
2089,2019-09-19,64,71,34,65,55,38,54.5
2090,2019-09-20,74,79,22,55,52,52,55.66666667
2091,2019-09-21,64,64,24,61,38,42,48.83333333
2092,2019-09-22,48,72,46,52,45,36,49.83333333
2093,2019-09-23,31,61,59,89,52,41,55.5
2094,2019-09-24,48,46,57,106,64,46,61.16666667
2095,2019-09-25,57,54,36,31,59,35,45.33333333
2096,2019-09-26,51,60,38,30,63,37,46.5
2097,2019-09-27,63,68,47,44,59,42,53.83333333
2098,2019-09-28,67,75,43,59,75,67,64.33333333
2099,2019-09-29,79,66,45,53,75,66,64
2100,2019-09-30,65,59,21,66,65,52,54.66666667
2101,2019-10-01,60,62,19,67,65,51,54
2102,2019-10-02,69,76,34,66,57,62,60.66666667
2103,2019-10-03,29,30,45,87,20,49,43.33333333
2104,2019-10-04,16,24,38,38,21,27,27.33333333
2105,2019-10-05,37,37,33,49,64,33,42.16666667
2106,2019-10-06,54,54,48,63,67,39,54.16666667
2107,2019-10-07,25,37,53,71,23,32,40.16666667
2108,2019-10-08,55,58,51,63,52,29,51.33333333
2109,2019-10-09,46,33,38,34,44,50,40.83333333
2110,2019-10-10,50,54,50,44,31,57,47.66666667
2111,2019-10-11,63,49,47,68,44,66,56.16666667
2112,2019-10-12,49,40,40,76,35,57,49.5
2113,2019-10-13,19,28,39,43,26,27,30.33333333
2114,2019-10-14,33,50,31,45,62,24,40.83333333
2115,2019-10-15,40,54,43,65,72,50,54
2116,2019-10-16,52,47,43,90,101,53,64.33333333
2117,2019-10-17,NA,NA,39,107,130,60,84
2118,2019-10-18,67,92,49,110,105,88,85.16666667
2119,2019-10-19,100,101,52,81,101,89,87.33333333
2120,2019-10-20,46,65,45,106,44,100,67.66666667
2121,2019-10-21,82,65,47,132,118,93,89.5
2122,2019-10-22,93,86,49,109,140,81,93
2123,2019-10-23,75,13,38,101,107,60,65.66666667
2124,2019-10-24,19,19,61,54,14,18,30.83333333
2125,2019-10-25,50,53,36,52,42,22,42.5
2126,2019-10-26,69,76,40,71,74,52,63.66666667
2127,2019-10-27,148,105,61,126,59,93,98.66666667
2128,2019-10-28,71,62,142,80,31,28,69
2129,2019-10-29,86,129,145,143,73,76,108.6666667
2130,2019-10-30,72,83,147,155,71,129,109.5
2131,2019-10-31,59,55,82,83,30,44,58.83333333
2132,2019-11-01,46,48,107,58,70,40,61.5
2133,2019-11-02,48,60,47,69,34,57,52.5
2134,2019-11-03,59,65,48,50,77,39,56.33333333
2135,2019-11-04,52,51,27,82,48,58,53
2136,2019-11-05,62,48,28,108,72,48,61
2137,2019-11-06,44,41,44,88,33,33,47.16666667
2138,2019-11-07,66,66,27,53,61,59,55.33333333
2139,2019-11-08,71,100,24,107,79,76,76.16666667
2140,2019-11-09,77,71,51,91,55,56,66.83333333
2141,2019-11-10,49,46,80,77,27,37,52.66666667
2142,2019-11-11,73,72,68,69,41,45,61.33333333
2143,2019-11-12,52,55,66,83,29,45,55
2144,2019-11-13,53,63,72,68,31,41,54.66666667
2145,2019-11-14,62,61,56,76,31,46,55.33333333
2146,2019-11-15,67,46,42,72,54,24,50.83333333
2147,2019-11-16,142,120,43,58,58,37,76.33333333
2148,2019-11-17,76,70,83,96,55,60,73.33333333
2149,2019-11-18,51,54,98,102,31,39,62.5
2150,2019-11-19,91,98,68,104,50,40,75.16666667
2151,2019-11-20,109,108,34,49,49,61,68.33333333
2152,2019-11-21,117,101,45,38,42,41,64
2153,2019-11-22,103,101,37,42,31,44,59.66666667
2154,2019-11-23,30,32,36,49,19,32,33
2155,2019-11-24,28,25,30,37,39,27,31
2156,2019-11-25,66,54,25,61,53,44,50.5
2157,2019-11-26,23,50,20,62,22,38,35.83333333
2158,2019-11-27,67,39,33,38,40,24,40.16666667
2159,2019-11-28,65,57,32,63,75,46,56.33333333
2160,2019-11-29,22,68,25,71,59,64,51.5
2161,2019-11-30,29,25,28,61,29,51,37.16666667
2162,2019-12-01,24,28,59,52,27,26,36
2163,2019-12-02,42,59,69,69,35,41,52.5
2164,2019-12-03,31,49,87,89,24,56,56
2165,2019-12-04,38,43,58,68,26,23,42.66666667
2166,2019-12-05,64,46,21,51,64,39,47.5
2167,2019-12-06,60,93,39,108,45,43,64.66666667
2168,2019-12-07,104,100,68,112,69,83,89.33333333
2169,2019-12-08,125,124,77,187,98,121,122
2170,2019-12-09,90,102,69,171,113,109,109
2171,2019-12-10,18,26,92,106,47,44,55.5
2172,2019-12-11,35,29,46,58,36,29,38.83333333
2173,2019-12-12,47,51,50,66,52,60,54.33333333
2174,2019-12-13,26,31,64,67,46,35,44.83333333
2175,2019-12-14,66,48,31,29,56,39,44.83333333
2176,2019-12-15,60,66,44,31,47,39,47.83333333
2177,2019-12-16,19,18,66,65,25,20,35.5
2178,2019-12-17,27,24,39,43,34,18,30.83333333
2179,2019-12-18,26,25,32,72,65,47,44.5
2180,2019-12-19,35,32,43,80,55,29,45.66666667
2181,2019-12-20,56,66,32,94,55,80,63.83333333
2182,2019-12-21,69,92,18,81,85,77,70.33333333
2183,2019-12-22,47,64,34,100,91,39,62.5
2184,2019-12-23,65,47,41,65,103,51,62
2185,2019-12-24,51,56,30,65,80,87,61.5
2186,2019-12-25,42,51,32,63,73,40,50.16666667
2187,2019-12-26,73,72,59,79,96,49,71.33333333
2188,2019-12-27,85,86,66,77,78,70,77
2189,2019-12-28,82,84,37,89,113,77,80.33333333
2190,2019-12-29,NA,NA,NA,NA,NA,NA,66.75
2191,2019-12-30,NA,NA,NA,NA,NA,NA,66.75
2192,2019-12-31,46,63,23,63,73,51,53.16666667
2193,2020-01-01,64,74,32,97,128,84,79.83333333
2194,2020-01-02,51,104,43,136,115,76,87.5
2195,2020-01-03,45,112,55,177,115,81,97.5
2196,2020-01-04,63,54,45,127,120,49,76.33333333
2197,2020-01-05,21,60,29,26,66,42,40.66666667
2198,2020-01-06,19,16,33,24,88,66,41
2199,2020-01-07,24,22,43,53,41,45,38
2200,2020-01-08,32,79,36,85,61,42,55.83333333
2201,2020-01-09,33,59,21,95,84,64,59.33333333
2202,2020-01-10,20,36,29,128,42,45,50
2203,2020-01-11,27,34,84,53,58,30,47.66666667
2204,2020-01-12,22,21,97,93,53,49,55.83333333
2205,2020-01-13,26,35,92,58,77,36,54
2206,2020-01-14,54,91,41,70,107,53,69.33333333
2207,2020-01-15,48,135,12,97,85,60,72.83333333
2208,2020-01-16,73,127,39,138,99,57,88.83333333
2209,2020-01-17,119,183,61,176,121,90,125
2210,2020-01-18,58,58,69,126,62,76,74.83333333
2211,2020-01-19,26,24,93,92,46,47,54.66666667
2212,2020-01-20,54,49,81,50,52,35,53.5
2213,2020-01-21,60,92,66,28,89,39,62.33333333
2214,2020-01-22,51,79,33,77,79,89,68
2215,2020-01-23,62,NA,49,96,45,47,59.8
2216,2020-01-24,99,84,17,60,271,105,106
2217,2020-01-25,108,130,17,72,154,97,96.33333333
2218,2020-01-26,NA,109,23,72,83,80,73.4
2219,2020-01-27,NA,136,66,71,130,128,106.2
2220,2020-01-28,38,NA,59,49,74,84,60.8
2221,2020-01-29,50,31,62,37,40,41,43.5
2222,2020-01-30,41,69,47,42,120,40,59.83333333
2223,2020-01-31,14,32,28,95,81,52,50.33333333
2224,2020-02-01,25,20,33,50,40,60,38
2225,2020-02-02,24,27,53,50,36,40,38.33333333
2226,2020-02-03,19,33,18,38,29,37,29
2227,2020-02-04,33,24,28,30,27,33,29.16666667
2228,2020-02-05,31,35,19,28,67,22,33.66666667
2229,2020-02-06,2,87,21,36,52,64,43.66666667
2230,2020-02-07,24,91,33,85,65,73,61.83333333
2231,2020-02-08,NA,100,62,105,102,87,91.2
2232,2020-02-09,NA,105,45,89,132,116,97.4
2233,2020-02-10,NA,80,25,50,73,69,59.4
2234,2020-02-11,NA,57,43,26,41,36,40.6
2235,2020-02-12,NA,NA,51,47,66,36,50
2236,2020-02-13,NA,62,19,28,28,47,36.8
2237,2020-02-14,11,8,12,19,30,63,23.83333333
2238,2020-02-15,7,9,31,25,50,79,33.5
2239,2020-02-16,12,13,23,26,27,30,21.83333333
2240,2020-02-17,21,44,18,37,56,41,36.16666667
2241,2020-02-18,32,65,16,49,65,56,47.16666667
2242,2020-02-19,NA,NA,17,24,85,50,44
2243,2020-02-20,84,88,27,39,65,57,60
2244,2020-02-21,14,18,72,52,27,48,38.5
2245,2020-02-22,47,63,47,69,43,33,50.33333333
2246,2020-02-23,73,80,54,78,47,61,65.5
2247,2020-02-24,60,46,51,40,29,57,47.16666667
2248,2020-02-25,36,39,30,56,30,36,37.83333333
2249,2020-02-26,31,23,39,36,48,21,33
2250,2020-02-27,45,NA,40,18,53,28,36.8
2251,2020-02-28,NA,NA,30,38,54,50,43
2252,2020-02-29,16,26,18,56,43,63,37
2253,2020-03-01,25,31,28,63,45,31,37.16666667
2254,2020-03-02,15,15,29,48,68,42,36.16666667
2255,2020-03-03,15,15,33,47,34,32,29.33333333
2256,2020-03-04,44,44,29,31,42,29,36.5
2257,2020-03-05,67,69,30,33,52,44,49.16666667
2258,2020-03-06,43,52,55,78,48,31,51.16666667
2259,2020-03-07,NA,NA,24,49,50,30,38.25
2260,2020-03-08,28,29,12,51,52,51,37.16666667
2261,2020-03-09,30,19,31,65,38,39,37
2262,2020-03-10,45,58,59,62,35,50,51.5
2263,2020-03-11,38,68,52,88,54,69,61.5
2264,2020-03-12,22,41,30,56,40,33,37
2265,2020-03-13,35,40,39,74,49,50,47.83333333
2266,2020-03-14,32,44,58,69,50,56,51.5
2267,2020-03-15,60,54,34,45,68,50,51.83333333
2268,2020-03-16,55,58,48,91,61,63,62.66666667
2269,2020-03-17,108,106,61,110,78,73,89.33333333
2270,2020-03-18,47,32,56,71,36,31,45.5
2271,2020-03-19,60,74,51,72,83,58,66.33333333
2272,2020-03-20,73,68,57,97,46,59,66.66666667
2273,2020-03-21,60,41,46,47,82,51,54.5
2274,2020-03-22,58,55,25,61,41,44,47.33333333
2275,2020-03-23,57,53,36,44,85,59,55.66666667
2276,2020-03-24,73,64,33,40,57,44,51.83333333
2277,2020-03-25,25,41,40,51,49,35,40.16666667
2278,2020-03-26,25,26,34,55,39,36,35.83333333
2279,2020-03-27,26,34,23,44,42,38,34.5
2280,2020-03-28,63,51,28,47,59,28,46
2281,2020-03-29,69,55,22,50,81,65,57
2282,2020-03-30,62,58,27,55,70,75,57.83333333
2283,2020-03-31,21,42,39,62,40,29,38.83333333
2284,2020-04-01,35,44,41,46,70,51,47.83333333
2285,2020-04-02,39,42,46,79,114,74,65.66666667
2286,2020-04-03,119,123,59,101,52,59,85.5
2287,2020-04-04,68,56,38,58,129,45,65.66666667
2288,2020-04-05,93,95,36,57,93,73,74.5
2289,2020-04-06,83,66,42,85,56,70,67
2290,2020-04-07,53,51,48,52,61,41,51
2291,2020-04-08,46,35,50,30,59,53,45.5
2292,2020-04-09,47,48,43,57,62,59,52.66666667
2293,2020-04-10,39,42,31,77,126,47,60.33333333
2294,2020-04-11,45,58,51,94,84,64,66
2295,2020-04-12,60,67,64,81,110,61,73.83333333
2296,2020-04-13,81,72,63,75,96,71,76.33333333
2297,2020-04-14,74,63,57,74,107,72,74.5
2298,2020-04-15,66,70,51,58,90,57,65.33333333
2299,2020-04-16,40,49,69,80,57,55,58.33333333
2300,2020-04-17,43,63,63,61,76,69,62.5
2301,2020-04-18,49,65,38,44,105,76,62.83333333
2302,2020-04-19,30,27,53,NA,47,21,35.6
2303,2020-04-20,33,33,36,NA,178,27,61.4
2304,2020-04-21,22,24,43,38,52,64,40.5
2305,2020-04-22,20,23,46,44,43,38,35.66666667
2306,2020-04-23,98,63,55,51,67,56,65
2307,2020-04-24,53,55,55,57,49,57,54.33333333
2308,2020-04-25,32,48,60,46,51,38,45.83333333
2309,2020-04-26,60,63,35,60,66,44,54.66666667
2310,2020-04-27,82,71,32,63,82,68,66.33333333
2311,2020-04-28,84,67,34,57,87,59,64.66666667
2312,2020-04-29,93,77,51,73,62,35,65.16666667
2313,2020-04-30,100,72,53,82,62,35,67.33333333
2314,2020-05-01,65,59,38,37,60,43,50.33333333
2315,2020-05-02,58,37,61,19,33,31,39.83333333
2316,2020-05-03,49,45,41,48,26,38,41.16666667
2317,2020-05-04,48,47,31,37,53,57,45.5
2318,2020-05-05,53,65,30,32,35,52,44.5
2319,2020-05-06,61,65,36,44,58,33,49.5
2320,2020-05-07,26,9,26,26,46,25,26.33333333
2321,2020-05-08,42,36,41,30,33,25,34.5
2322,2020-05-09,52,56,59,70,136,47,70
2323,2020-05-10,101,40,60,66,80,30,62.83333333
2324,2020-05-11,87,68,53,67,49,40,60.66666667
2325,2020-05-12,124,93,64,60,62,71,79
2326,2020-05-13,70,64,61,45,91,65,66
2327,2020-05-14,49,47,40,59,51,25,45.16666667
2328,2020-05-15,55,55,NA,83,43,21,51.4
2329,2020-05-16,65,72,57,50,49,48,56.83333333
2330,2020-05-17,42,54,59,70,53,27,50.83333333
2331,2020-05-18,46,44,58,58,16,22,40.66666667
2332,2020-05-19,43,62,60,48,22,41,46
2333,2020-05-20,71,NA,52,34,NA,28,46.25
